InvoiceNo,StockCode,Quantity,CustomerID
INV200664,P100141,1,10082
INV200665,P100018,4,10407
INV200665,P100347,5,10282
INV200665,P100158,6,10045
INV200666,P100107,4,10589
INV200666,P100170,2,10018
INV200666,P100006,4,10560
INV200667,P100082,6,10210
INV200667,P100243,2,10162
INV200667,P100267,4,10140
INV200668,P100064,3,10942
INV200668,P100422,5,10968
INV200668,P100367,2,10663
INV200669,P100020,4,10404
INV200669,P100049,2,10233
INV200669,P100294,4,10914
INV200670,P100370,2,10306
INV200670,P100124,5,10625
INV200670,P100135,4,10739
INV200671,P100423,2,10745
INV200671,P100333,2,10686
INV200671,P100355,6,10864
INV200672,P100129,5,10008
INV200672,P100267,1,10144
INV200672,P100463,1,10809
INV200673,P100052,1,10588
INV200673,P100249,6,10434
INV200673,P100422,2,10059
INV200674,P100187,2,10129
INV200674,P100077,4,10463
INV200674,P100318,3,10871
INV200675,P100382,3,10437
INV200675,P100426,2,10838
INV200675,P100416,3,10518
INV200676,P100363,5,10355
INV200676,P100112,3,10358
INV200676,P100083,4,10267
INV200677,P100127,3,10785
INV200677,P100279,6,10214
INV200677,P100068,3,10519
INV200678,P100356,4,10235
INV200678,P100034,4,10458
INV200678,P100271,3,10154
INV200679,P100140,5,10855
INV200679,P100360,2,10212
INV200679,P100209,4,10817
INV200680,P100140,3,10833
INV200680,P100297,3,10527
INV200680,P100404,4,10043
INV200681,P100134,5,10145
INV200681,P100279,3,10546
INV200681,P100310,2,10710
INV200682,P100341,2,10041
INV200682,P100023,1,10088
INV200682,P100430,5,10858
INV200683,P100253,5,10818
INV200683,P100001,1,10776
INV200683,P100336,4,10502
INV200684,P100336,2,10567
INV200684,P100029,1,10889
INV200684,P100280,1,10714
INV200685,P100205,5,10139
INV200685,P100120,3,10940
INV200685,P100345,2,10509
INV200686,P100387,2,10361
INV200686,P100076,4,10649
INV200686,P100184,3,10538
INV200687,P100379,2,10758
INV200687,P100462,2,10813
INV200687,P100044,2,10108
INV200688,P100197,3,10311
INV200688,P100325,2,10802
INV200688,P100435,2,10315
INV200689,P100258,4,10788
INV200689,P100072,2,10513
INV200689,P100497,2,10335
INV200690,P100183,1,10392
INV200690,P100292,3,10346
INV200690,P100235,2,10591
INV200691,P100282,2,10154
INV200691,P100265,3,10856
INV200691,P100320,3,10966
INV200692,P100264,4,10420
INV200692,P100427,3,10109
INV200692,P100153,2,10971
INV200693,P100116,2,10902
INV200693,P100014,3,10048
INV200693,P100044,1,10314
INV200694,P100020,5,10327
INV200694,P100082,2,10339
INV200694,P100335,5,10876
INV200695,P100227,1,10855
INV200695,P100392,3,10442
INV200695,P100013,3,10726
INV200696,P100034,2,10030
INV200696,P100288,2,10795
INV200696,P100098,6,10794
INV200697,P100144,1,10196
INV200697,P100138,3,10161
INV200697,P100404,2,10413
INV200698,P100010,6,10629
INV200698,P100355,5,10301
INV200698,P100477,3,10654
INV200699,P100091,2,10984
INV200699,P100495,1,10595
INV200699,P100002,7,10002
INV200700,P100026,3,10346
INV200700,P100088,2,10599
INV200700,P100490,1,10236
INV200701,P100433,2,10447
INV200701,P100075,2,10462
INV200701,P100070,2,10401
INV200702,P100137,2,10576
INV200702,P100184,2,10500
INV200702,P100118,6,10083
INV200703,P100383,5,10875
INV200703,P100497,1,10039
INV200703,P100040,4,10848
INV200704,P100194,3,10058
INV200704,P100249,3,10854
INV200704,P100448,1,10961
INV200705,P100028,5,10720
INV200705,P100354,1,10433
INV200705,P100460,4,10996
INV200706,P100266,2,10737
INV200706,P100081,1,10777
INV200706,P100102,1,10711
INV200707,P100004,3,10268
INV200707,P100202,3,10599
INV200707,P100013,4,10034
INV200708,P100257,1,10866
INV200708,P100092,3,10782
INV200708,P100151,4,10487
INV200709,P100459,4,10355
INV200709,P100163,6,10553
INV200709,P100476,4,10054
INV200710,P100317,4,10301
INV200710,P100441,1,10898
INV200710,P100256,3,10074
INV200711,P100309,1,10696
INV200711,P100272,4,10164
INV200711,P100075,1,10939
INV200712,P100497,4,10824
INV200712,P100245,3,10142
INV200712,P100402,3,10687
INV200713,P100225,4,10999
INV200713,P100324,1,10754
INV200713,P100363,3,10299
INV200714,P100288,2,10758
INV200714,P100232,4,10515
INV200714,P100202,3,10350
INV200715,P100283,4,10214
INV200715,P100372,3,10614
INV200715,P100059,4,10642
INV200716,P100147,4,10746
INV200716,P100093,5,10270
INV200716,P100230,2,10998
INV200717,P100337,1,10346
INV200717,P100320,1,10044
INV200717,P100476,1,10462
INV200718,P100125,4,10254
INV200718,P100473,4,10359
INV200718,P100247,5,10922
INV200719,P100169,5,10302
INV200719,P100207,4,10957
INV200719,P100128,4,10894
INV200720,P100288,2,10108
INV200720,P100148,4,10611
INV200720,P100362,5,10452
INV200721,P100015,3,10929
INV200721,P100013,4,10419
INV200721,P100214,4,10261
INV200722,P100399,5,10985
INV200722,P100330,3,10001
INV200722,P100072,1,10232
INV200723,P100009,5,10716
INV200723,P100323,3,10773
INV200723,P100262,2,10243
INV200724,P100306,3,10071
INV200724,P100061,3,10648
INV200724,P100264,1,10235
INV200725,P100414,3,10503
INV200725,P100044,2,10665
INV200725,P100441,2,10423
INV200726,P100360,5,10923
INV200726,P100289,3,10069
INV200726,P100046,3,10981
INV200727,P100355,2,10849
INV200727,P100116,2,10085
INV200727,P100305,5,10074
INV200728,P100034,2,10332
INV200728,P100094,3,10991
INV200728,P100455,6,10609
INV200729,P100104,4,10651
INV200729,P100278,4,10991
INV200729,P100301,1,10723
INV200730,P100004,3,10466
INV200730,P100211,4,10915
INV200730,P100024,2,10756
INV200731,P100127,3,10326
INV200731,P100088,3,10909
INV200731,P100486,4,10780
INV200732,P100036,3,10913
INV200732,P100378,2,10485
INV200732,P100032,3,10865
INV200733,P100214,7,10064
INV200733,P100028,2,10747
INV200733,P100457,3,10821
INV200734,P100267,4,10393
INV200734,P100370,3,10596
INV200734,P100213,4,10819
INV200735,P100208,2,10795
INV200735,P100214,5,10269
INV200735,P100163,5,10539
INV200736,P100039,2,10472
INV200736,P100103,3,10558
INV200736,P100043,4,10404
INV200737,P100474,2,10699
INV200737,P100315,2,10872
INV200737,P100334,5,10877
INV200738,P100372,1,10566
INV200738,P100448,2,10330
INV200738,P100426,3,10630
INV200739,P100318,3,10218
INV200739,P100040,3,10328
INV200739,P100006,3,10968
INV200740,P100198,3,10790
INV200740,P100078,4,10874
INV200740,P100231,4,10343
INV200741,P100446,5,10570
INV200741,P100125,1,10215
INV200741,P100222,2,10921
INV200742,P100371,2,10285
INV200742,P100078,2,10801
INV200742,P100391,2,10550
INV200743,P100031,3,10823
INV200743,P100051,3,10956
INV200743,P100296,4,10720
INV200744,P100289,3,10193
INV200744,P100149,2,10604
INV200744,P100472,6,10543
INV200745,P100004,3,10196
INV200745,P100412,4,10739
INV200745,P100037,2,10391
INV200746,P100321,3,10016
INV200746,P100454,2,10159
INV200746,P100106,3,10578
INV200747,P100189,2,10754
INV200747,P100368,1,10500
INV200747,P100283,5,10452
INV200748,P100364,1,10272
INV200748,P100085,4,10364
INV200748,P100185,2,10109
INV200749,P100198,2,10503
INV200749,P100241,1,10543
INV200749,P100018,1,10926
INV200750,P100462,4,10340
INV200750,P100086,4,10569
INV200750,P100078,5,10950
INV200751,P100376,1,10784
INV200751,P100132,2,10425
INV200751,P100375,5,10236
INV200752,P100317,3,10800
INV200752,P100375,4,10603
INV200752,P100165,1,10453
INV200753,P100210,4,10160
INV200753,P100215,2,10649
INV200753,P100206,1,10748
INV200754,P100030,4,10920
INV200754,P100386,2,10977
INV200754,P100284,3,10769
INV200755,P100270,4,10711
INV200755,P100025,4,10719
INV200755,P100101,3,10083
INV200756,P100499,4,10334
INV200756,P100005,1,10459
INV200756,P100419,3,10605
INV200757,P100063,1,10903
INV200757,P100135,2,10690
INV200757,P100309,5,10081
INV200758,P100063,4,10313
INV200758,P100310,1,10788
INV200758,P100312,2,10759
INV200759,P100355,3,10731
INV200759,P100081,3,10202
INV200759,P100193,2,10113
INV200760,P100436,2,10036
INV200760,P100204,6,10589
INV200760,P100368,3,10140
INV200761,P100224,2,10635
INV200761,P100082,6,10249
INV200761,P100460,5,10254
INV200762,P100480,5,10506
INV200762,P100304,1,10037
INV200762,P100193,3,10671
INV200763,P100285,3,10280
INV200763,P100348,2,10064
INV200763,P100180,4,10628
INV200764,P100311,4,10559
INV200764,P100443,3,10639
INV200764,P100330,2,10270
INV200765,P100263,5,10257
INV200765,P100480,2,10420
INV200765,P100028,2,10758
INV200766,P100195,3,10356
INV200766,P100101,2,10478
INV200766,P100329,4,10897
INV200767,P100329,2,10368
INV200767,P100295,3,10898
INV200767,P100374,3,10540
INV200768,P100295,4,10202
INV200768,P100466,1,10882
INV200768,P100388,4,10400
INV200769,P100224,1,10908
INV200769,P100001,2,10687
INV200769,P100399,2,10055
INV200770,P100435,5,10652
INV200770,P100264,5,10107
INV200770,P100176,4,10091
INV200771,P100206,5,10697
INV200771,P100271,3,10248
INV200771,P100172,2,10527
INV200772,P100049,3,10194
INV200772,P100269,2,10557
INV200772,P100299,5,10668
INV200773,P100101,3,10250
INV200773,P100060,4,10885
INV200773,P100136,4,10143
INV200774,P100460,2,10989
INV200774,P100487,1,10455
INV200774,P100223,4,10145
INV200775,P100325,1,10297
INV200775,P100045,3,10564
INV200775,P100207,4,10075
INV200776,P100467,3,10515
INV200776,P100099,2,10579
INV200776,P100294,2,10147
INV200777,P100489,3,10294
INV200777,P100153,4,10510
INV200777,P100334,5,10410
INV200778,P100454,5,10517
INV200778,P100443,2,10938
INV200778,P100412,3,10764
INV200779,P100118,3,10478
INV200779,P100029,1,10421
INV200779,P100187,3,10198
INV200780,P100149,3,10690
INV200780,P100044,5,10458
INV200780,P100246,3,10412
INV200781,P100348,5,10623
INV200781,P100096,3,10034
INV200781,P100036,1,10186
INV200782,P100208,3,10054
INV200782,P100078,1,10874
INV200782,P100133,3,10966
INV200783,P100346,5,10777
INV200783,P100057,3,10671
INV200783,P100220,3,10028
INV200784,P100024,2,10887
INV200784,P100441,1,10739
INV200784,P100140,3,10680
INV200785,P100486,4,10199
INV200785,P100136,3,10216
INV200785,P100101,2,10665
INV200786,P100484,1,10612
INV200786,P100228,2,10485
INV200786,P100413,6,10907
INV200787,P100260,3,10693
INV200787,P100406,2,10070
INV200787,P100139,3,10556
INV200788,P100445,1,10380
INV200788,P100133,2,10316
INV200788,P100186,1,10513
INV200789,P100487,4,10444
INV200789,P100068,2,10655
INV200789,P100457,3,10042
INV200790,P100028,5,10629
INV200790,P100405,4,10962
INV200790,P100190,4,10580
INV200791,P100412,3,10529
INV200791,P100406,3,10592
INV200791,P100379,3,10084
INV200792,P100063,3,10609
INV200792,P100158,2,10246
INV200792,P100401,4,10773
INV200793,P100047,1,10265
INV200793,P100180,3,10427
INV200793,P100198,4,10882
INV200794,P100339,3,10970
INV200794,P100432,3,10505
INV200794,P100044,5,10464
INV200795,P100153,1,10805
INV200795,P100334,2,10697
INV200795,P100360,2,10085
INV200796,P100450,2,10877
INV200796,P100092,3,10326
INV200796,P100371,5,10905
INV200797,P100144,5,10415
INV200797,P100179,5,10489
INV200797,P100405,1,10314
INV200798,P100263,1,10434
INV200798,P100018,6,10575
INV200798,P100298,1,10720
INV200799,P100331,4,10117
INV200799,P100457,2,10784
INV200799,P100393,3,10014
INV200800,P100003,3,10925
INV200800,P100075,5,10476
INV200800,P100438,5,10813
INV200801,P100287,2,10398
INV200801,P100023,3,10189
INV200801,P100049,4,10424
INV200802,P100073,3,10099
INV200802,P100003,3,10479
INV200802,P100059,2,10936
INV200803,P100079,4,10397
INV200803,P100321,6,10165
INV200803,P100498,4,10015
INV200804,P100391,3,10138
INV200804,P100208,1,10793
INV200804,P100399,2,10618
INV200805,P100127,3,10430
INV200805,P100492,3,10912
INV200805,P100339,4,10741
INV200806,P100358,1,10718
INV200806,P100001,1,10117
INV200806,P100014,1,10002
INV200807,P100128,5,10960
INV200807,P100341,5,10722
INV200807,P100197,2,10403
INV200808,P100103,3,10774
INV200808,P100018,2,10925
INV200808,P100052,3,10594
INV200809,P100271,3,10147
INV200809,P100118,2,10212
INV200809,P100353,6,10538
INV200810,P100240,1,10790
INV200810,P100043,1,10803
INV200810,P100136,2,10551
INV200811,P100220,2,10632
INV200811,P100162,1,10554
INV200811,P100275,2,10932
INV200812,P100307,5,10758
INV200812,P100376,4,10357
INV200812,P100012,4,10304
INV200813,P100358,5,10043
INV200813,P100342,3,10783
INV200813,P100051,4,10054
INV200814,P100130,2,10091
INV200814,P100128,5,10539
INV200814,P100044,2,10817
INV200815,P100425,2,10549
INV200815,P100401,4,10324
INV200815,P100390,3,10143
INV200816,P100093,3,10726
INV200816,P100294,3,10321
INV200816,P100337,1,10508
INV200817,P100059,1,10393
INV200817,P100200,3,10701
INV200817,P100004,1,10619
INV200818,P100385,4,10975
INV200818,P100123,1,10592
INV200818,P100312,3,10350
INV200819,P100179,5,10147
INV200819,P100174,2,10437
INV200819,P100124,3,10460
INV200820,P100367,4,10518
INV200820,P100114,4,10511
INV200820,P100192,2,10159
INV200821,P100244,2,10901
INV200821,P100008,1,10503
INV200821,P100042,2,10050
INV200822,P100481,3,10728
INV200822,P100196,2,10196
INV200822,P100243,4,10563
INV200823,P100004,2,10670
INV200823,P100088,3,10933
INV200823,P100123,4,10724
INV200824,P100429,3,10994
INV200824,P100044,3,10519
INV200824,P100370,3,10746
INV200825,P100324,1,10938
INV200825,P100137,1,10460
INV200825,P100396,2,10100
INV200826,P100124,3,10060
INV200826,P100474,1,10841
INV200826,P100004,1,10690
INV200827,P100170,4,10459
INV200827,P100412,5,10344
INV200827,P100223,1,10766
INV200828,P100119,4,10571
INV200828,P100223,3,10558
INV200828,P100166,1,10329
INV200829,P100185,3,10621
INV200829,P100366,3,10144
INV200829,P100043,3,10155
INV200830,P100428,2,10560
INV200830,P100420,6,10747
INV200830,P100190,2,10901
INV200831,P100273,4,10081
INV200831,P100038,2,10738
INV200831,P100140,5,10699
INV200832,P100456,2,10357
INV200832,P100371,5,10131
INV200832,P100274,4,10968
INV200833,P100168,5,10324
INV200833,P100486,3,10010
INV200833,P100143,2,10078
INV200834,P100089,3,10941
INV200834,P100050,4,10157
INV200834,P100076,1,10740
INV200835,P100304,6,10077
INV200835,P100432,3,10988
INV200835,P100114,4,10918
INV200836,P100097,3,10546
INV200836,P100179,3,10008
INV200836,P100085,3,10433
INV200837,P100167,3,10866
INV200837,P100284,2,10568
INV200837,P100203,3,10788
INV200838,P100392,2,10336
INV200838,P100084,1,10067
INV200838,P100269,3,10605
INV200839,P100268,6,10676
INV200839,P100415,5,10322
INV200839,P100012,2,10763
INV200840,P100204,3,10949
INV200840,P100262,1,10094
INV200840,P100200,4,10006
INV200841,P100168,1,10698
INV200841,P100440,2,10109
INV200841,P100278,3,10033
INV200842,P100199,4,10300
INV200842,P100498,2,10795
INV200842,P100449,4,10816
INV200843,P100127,3,10200
INV200843,P100249,6,10476
INV200843,P100219,2,10434
INV200844,P100410,6,10619
INV200844,P100070,2,10133
INV200844,P100255,6,10568
INV200845,P100133,5,10630
INV200845,P100469,2,10879
INV200845,P100331,1,10571
INV200846,P100177,2,10021
INV200846,P100403,3,10459
INV200846,P100046,4,10870
INV200847,P100030,9,10927
INV200847,P100314,5,10877
INV200847,P100192,3,10801
INV200848,P100022,5,10922
INV200848,P100415,2,10354
INV200848,P100302,2,10175
INV200849,P100018,3,10538
INV200849,P100440,4,10852
INV200849,P100473,4,10814
INV200850,P100425,2,10095
INV200850,P100235,3,10907
INV200850,P100142,2,10277
INV200851,P100064,3,10591
INV200851,P100364,2,10490
INV200851,P100375,6,10013
INV200852,P100202,4,10790
INV200852,P100453,6,10003
INV200852,P100230,2,10508
INV200853,P100477,2,10536
INV200853,P100160,4,10806
INV200853,P100410,1,10455
INV200854,P100401,3,10021
INV200854,P100305,2,10201
INV200854,P100305,2,10857
INV200855,P100294,5,10911
INV200855,P100282,1,10415
INV200855,P100081,5,10442
INV200856,P100041,4,10098
INV200856,P100054,6,10792
INV200856,P100123,4,10708
INV200857,P100099,1,10142
INV200857,P100472,5,10228
INV200857,P100414,4,10057
INV200858,P100391,4,10715
INV200858,P100160,4,10323
INV200858,P100274,4,10698
INV200859,P100208,6,10152
INV200859,P100297,4,10098
INV200859,P100066,2,10012
INV200860,P100389,4,10623
INV200860,P100040,2,10483
INV200860,P100386,3,10502
INV200861,P100160,4,10564
INV200861,P100201,2,10200
INV200861,P100117,2,10734
INV200862,P100056,2,10916
INV200862,P100453,7,10877
INV200862,P100048,2,10215
INV200863,P100100,4,10331
INV200863,P100063,3,10070
INV200863,P100238,1,10306
INV200864,P100145,8,10086
INV200864,P100010,5,10928
INV200864,P100378,2,10615
INV200865,P100340,1,10941
INV200865,P100384,2,10660
INV200865,P100306,3,10103
INV200866,P100132,1,10284
INV200866,P100315,7,10558
INV200866,P100016,5,10025
INV200867,P100406,3,10381
INV200867,P100197,3,10330
INV200867,P100149,3,10665
INV200868,P100480,2,10287
INV200868,P100452,4,10715
INV200868,P100365,2,10124
INV200869,P100051,3,10016
INV200869,P100212,1,10784
INV200869,P100210,2,10050
INV200870,P100122,4,10206
INV200870,P100215,4,10675
INV200870,P100272,3,10569
INV200871,P100410,2,10492
INV200871,P100174,3,10268
INV200871,P100126,3,10701
INV200872,P100377,2,10709
INV200872,P100033,3,10702
INV200872,P100058,2,10151
INV200873,P100093,2,10151
INV200873,P100377,2,10497
INV200873,P100366,2,10773
INV200874,P100066,3,10673
INV200874,P100406,5,10984
INV200874,P100417,5,10123
INV200875,P100033,5,10677
INV200875,P100005,3,10803
INV200875,P100483,3,10427
INV200876,P100319,5,10254
INV200876,P100431,2,10676
INV200876,P100018,3,10767
INV200877,P100335,3,10263
INV200877,P100259,2,10161
INV200877,P100004,2,10075
INV200878,P100410,5,10670
INV200878,P100456,2,10031
INV200878,P100249,5,10885
INV200879,P100333,1,10999
INV200879,P100455,1,10285
INV200879,P100364,3,10201
INV200880,P100104,5,10115
INV200880,P100324,2,10871
INV200880,P100307,1,10511
INV200881,P100299,2,10171
INV200881,P100414,3,10355
INV200881,P100241,4,10777
INV200882,P100462,2,10314
INV200882,P100104,1,10041
INV200882,P100105,2,10678
INV200883,P100427,2,10639
INV200883,P100133,3,10438
INV200883,P100022,2,10105
INV200884,P100113,6,10227
INV200884,P100337,2,10017
INV200884,P100186,2,10942
INV200885,P100035,3,10179
INV200885,P100323,3,10399
INV200885,P100488,2,10311
INV200886,P100256,5,10699
INV200886,P100074,3,10790
INV200886,P100137,3,10430
INV200887,P100314,3,10800
INV200887,P100100,3,10859
INV200887,P100415,1,10153
INV200888,P100485,5,10964
INV200888,P100126,6,10847
INV200888,P100109,3,10556
INV200889,P100078,4,10545
INV200889,P100013,4,10718
INV200889,P100435,3,10819
INV200890,P100336,6,10369
INV200890,P100485,5,10451
INV200890,P100072,1,10504
INV200891,P100178,2,10356
INV200891,P100486,1,10518
INV200891,P100021,3,10813
INV200892,P100298,5,10533
INV200892,P100400,2,10931
INV200892,P100395,2,10450
INV200893,P100035,2,10716
INV200893,P100197,1,10399
INV200893,P100496,4,10684
INV200894,P100478,4,10878
INV200894,P100202,6,10979
INV200894,P100157,5,10720
INV200895,P100290,4,10279
INV200895,P100337,4,10827
INV200895,P100400,4,10290
INV200896,P100045,5,10428
INV200896,P100301,5,10561
INV200896,P100326,3,10316
INV200897,P100259,2,10296
INV200897,P100162,3,10808
INV200897,P100209,4,10227
INV200898,P100233,2,10466
INV200898,P100288,4,10556
INV200898,P100130,1,10658
INV200899,P100095,4,10967
INV200899,P100092,3,10676
INV200899,P100483,4,10472
INV200900,P100477,1,10909
INV200900,P100471,1,10099
INV200900,P100400,5,10115
INV200901,P100078,3,10825
INV200901,P100327,2,10330
INV200901,P100356,2,10311
INV200902,P100487,4,10612
INV200902,P100334,5,10278
INV200902,P100373,2,10807
INV200903,P100480,2,10140
INV200903,P100427,5,10925
INV200903,P100248,2,10467
INV200904,P100332,3,10895
INV200904,P100066,5,10520
INV200904,P100291,4,10012
INV200905,P100017,1,10922
INV200905,P100138,3,10435
INV200905,P100029,2,10671
INV200906,P100439,1,10466
INV200906,P100080,4,10781
INV200906,P100214,3,10604
INV200907,P100010,2,10629
INV200907,P100381,1,10417
INV200907,P100133,3,10003
INV200908,P100354,4,10120
INV200908,P100085,3,10793
INV200908,P100458,5,10711
INV200909,P100392,3,10839
INV200909,P100247,5,10757
INV200909,P100369,1,10653
INV200910,P100202,5,10077
INV200910,P100125,3,10245
INV200910,P100226,2,10855
INV200911,P100244,4,10489
INV200911,P100275,3,10244
INV200911,P100306,2,10402
INV200912,P100229,5,10113
INV200912,P100089,1,10566
INV200912,P100317,1,10371
INV200913,P100407,4,10412
INV200913,P100151,5,10093
INV200913,P100054,5,10534
INV200914,P100136,4,10608
INV200914,P100006,3,10223
INV200914,P100446,6,10879
INV200915,P100294,1,10155
INV200915,P100214,2,10065
INV200915,P100370,3,10713
INV200916,P100378,3,10608
INV200916,P100432,4,10386
INV200916,P100368,3,10075
INV200917,P100372,5,10208
INV200917,P100097,2,10017
INV200917,P100431,3,10338
INV200918,P100278,5,10234
INV200918,P100025,3,10943
INV200918,P100352,1,10116
INV200919,P100054,1,10564
INV200919,P100257,2,10237
INV200919,P100346,5,10794
INV200920,P100160,2,10082
INV200920,P100330,5,10403
INV200920,P100054,2,10736
INV200921,P100002,3,10269
INV200921,P100217,2,10414
INV200921,P100355,2,10816
INV200922,P100294,3,10370
INV200922,P100460,2,10214
INV200922,P100250,4,10079
INV200923,P100343,7,10930
INV200923,P100463,4,10886
INV200923,P100125,6,10498
INV200924,P100215,2,10270
INV200924,P100394,4,10402
INV200924,P100358,4,10312
INV200925,P100400,3,10205
INV200925,P100088,4,10776
INV200925,P100120,3,10078
INV200926,P100198,2,10056
INV200926,P100392,2,10626
INV200926,P100435,5,10969
INV200927,P100341,2,10869
INV200927,P100312,1,10034
INV200927,P100262,2,10957
INV200928,P100174,3,10927
INV200928,P100166,4,10702
INV200928,P100282,3,10273
INV200929,P100224,5,10613
INV200929,P100454,2,10656
INV200929,P100343,5,10267
INV200930,P100212,1,10299
INV200930,P100222,4,10864
INV200930,P100296,4,10105
INV200931,P100098,2,10397
INV200931,P100223,2,10226
INV200931,P100282,3,10885
INV200932,P100077,5,10900
INV200932,P100014,5,10747
INV200932,P100092,2,10702
INV200933,P100287,4,10914
INV200933,P100242,2,10681
INV200933,P100430,1,10600
INV200934,P100141,1,10078
INV200934,P100289,5,10465
INV200934,P100104,2,10940
INV200935,P100400,1,10859
INV200935,P100463,4,10586
INV200935,P100140,3,10940
INV200936,P100067,5,10492
INV200936,P100135,3,10547
INV200936,P100247,2,10232
INV200937,P100219,3,10103
INV200937,P100007,5,10243
INV200937,P100400,2,10546
INV200938,P100215,2,10543
INV200938,P100232,1,10424
INV200938,P100154,3,10350
INV200939,P100025,4,10803
INV200939,P100230,3,10723
INV200939,P100480,4,10274
INV200940,P100454,3,10929
INV200940,P100168,4,10221
INV200940,P100016,4,10818
INV200941,P100184,6,10620
INV200941,P100276,2,10205
INV200941,P100049,4,10041
INV200942,P100217,2,10894
INV200942,P100114,3,10768
INV200942,P100370,2,10926
INV200943,P100024,6,10831
INV200943,P100373,3,10042
INV200943,P100304,6,10395
INV200944,P100128,1,10883
INV200944,P100300,3,10708
INV200944,P100470,2,10339
INV200945,P100355,3,10920
INV200945,P100202,2,10492
INV200945,P100473,2,10367
INV200946,P100101,5,10911
INV200946,P100129,5,10213
INV200946,P100138,1,10540
INV200947,P100264,1,10485
INV200947,P100462,1,10636
INV200947,P100156,4,10644
INV200948,P100384,2,10460
INV200948,P100010,4,10884
INV200948,P100138,2,10496
INV200949,P100365,6,10103
INV200949,P100002,3,10608
INV200949,P100298,2,10861
INV200950,P100450,4,10281
INV200950,P100043,1,10857
INV200950,P100111,2,10998
INV200951,P100377,3,10182
INV200951,P100413,4,10042
INV200951,P100110,3,10622
INV200952,P100079,1,10178
INV200952,P100213,3,10506
INV200952,P100430,4,10863
INV200953,P100064,3,10457
INV200953,P100010,4,10101
INV200953,P100377,3,10755
INV200954,P100207,1,10706
INV200954,P100453,2,10466
INV200954,P100064,2,10234
INV200955,P100423,2,10160
INV200955,P100029,4,10620
INV200955,P100321,4,10934
INV200956,P100211,2,10993
INV200956,P100266,2,10877
INV200956,P100459,3,10616
INV200957,P100453,3,10254
INV200957,P100016,1,10587
INV200957,P100240,4,10211
INV200958,P100433,8,10023
INV200958,P100108,5,10915
INV200958,P100262,2,10546
INV200959,P100121,4,10744
INV200959,P100359,2,10915
INV200959,P100305,3,10695
INV200960,P100409,2,10658
INV200960,P100273,3,10125
INV200960,P100416,2,10788
INV200961,P100461,5,10880
INV200961,P100310,3,10163
INV200961,P100111,3,10830
INV200962,P100288,5,10522
INV200962,P100395,3,10544
INV200962,P100179,1,10115
INV200963,P100058,2,10003
INV200963,P100168,3,10042
INV200963,P100129,1,10361
INV200964,P100118,1,10152
INV200964,P100118,2,10508
INV200964,P100415,3,10124
INV200965,P100447,4,10838
INV200965,P100118,2,10834
INV200965,P100456,4,10011
INV200966,P100071,5,10902
INV200966,P100015,1,10989
INV200966,P100346,2,10127
INV200967,P100131,7,10412
INV200967,P100183,4,10893
INV200967,P100068,6,10493
INV200968,P100147,2,10111
INV200968,P100246,2,10556
INV200968,P100082,2,10491
INV200969,P100226,1,10294
INV200969,P100203,3,10468
INV200969,P100246,3,10205
INV200970,P100206,3,10054
INV200970,P100385,2,10431
INV200970,P100497,5,10171
INV200971,P100106,1,10427
INV200971,P100103,4,10572
INV200971,P100278,3,10784
INV200972,P100359,3,10972
INV200972,P100459,3,10136
INV200972,P100426,3,10259
INV200973,P100322,3,10485
INV200973,P100288,2,10882
INV200973,P100302,5,10523
INV200974,P100158,7,10410
INV200974,P100346,5,10164
INV200974,P100124,2,10113
INV200975,P100400,2,10524
INV200975,P100387,2,10516
INV200975,P100390,5,10346
INV200976,P100064,3,10965
INV200976,P100438,2,10664
INV200976,P100295,4,10772
INV200977,P100206,3,10272
INV200977,P100035,1,10480
INV200977,P100020,2,10139
INV200978,P100313,4,10909
INV200978,P100118,2,10546
INV200978,P100048,1,10383
INV200979,P100270,3,10511
INV200979,P100431,4,10855
INV200979,P100389,3,10344
INV200980,P100258,2,10586
INV200980,P100257,5,10418
INV200980,P100112,3,10074
INV200981,P100030,4,10387
INV200981,P100473,5,10300
INV200981,P100340,2,10110
INV200982,P100429,2,10251
INV200982,P100374,2,10353
INV200982,P100036,2,10532
INV200983,P100242,3,10015
INV200983,P100030,3,10564
INV200983,P100192,1,10572
INV200984,P100370,4,10731
INV200984,P100208,1,10050
INV200984,P100411,2,10584
INV200985,P100072,3,10306
INV200985,P100041,2,10194
INV200985,P100282,4,10177
INV200986,P100488,5,10129
INV200986,P100418,3,10466
INV200986,P100000,5,10264
INV200987,P100392,5,10629
INV200987,P100344,2,10657
INV200987,P100436,4,10772
INV200988,P100238,3,10169
INV200988,P100029,2,10439
INV200988,P100419,3,10286
INV200989,P100264,1,10058
INV200989,P100345,5,10764
INV200989,P100268,1,10332
INV200990,P100271,2,10358
INV200990,P100225,3,10352
INV200990,P100006,3,10166
INV200991,P100292,3,10625
INV200991,P100030,1,10689
INV200991,P100071,4,10958
INV200992,P100394,5,10682
INV200992,P100241,4,10728
INV200992,P100101,2,10874
INV200993,P100303,3,10116
INV200993,P100496,3,10949
INV200993,P100394,4,10236
INV200994,P100262,3,10774
INV200994,P100209,5,10877
INV200994,P100114,2,10272
INV200995,P100036,3,10763
INV200995,P100146,3,10654
INV200995,P100369,1,10466
INV200996,P100115,4,10631
INV200996,P100032,2,10641
INV200996,P100023,4,10110
INV200997,P100142,2,10364
